chr,start,end,strand,symbol,perc_meth.NGO,perc_meth.GVO
chr11,32542554,32646814,+,Fbxw11,0.011184211,0.712075291
chr11,32542554,32646814,+,Fbxw11,0.011184211,0.712075291
chr11,32720375,32724594,-,1700008A04Rik,0.004115226,0.039848197
chr11,33017430,33047400,-,Fgf18,0.007253886,0.209568733
chr11,33052497,33063206,-,Npm1,0.010130246,0.3643144
chr11,33052497,33063206,-,Npm1,0.010130246,0.3643144
chr11,33052497,33063206,-,Npm1,0.010130246,0.3643144
chr11,33052497,33063206,-,Npm1,0.010130246,0.3643144
chr11,33054924,33063206,-,Npm1,0.00770416,0.33030303
chr11,33100751,33103588,-,Tlx3,0.006880734,0.006374502
chr11,33111793,33413746,-,Ranbp17,0.01030855,0.897509974
chr11,3315985,3352328,-,Rnf185,0.00908632,0.656673804
chr11,33450780,33478957,-,Gabrp,0.011015326,0.618953386
chr11,3352439,3379834,+,8430429K09Rik,0.008955224,0.621482602
chr11,3352474,3358345,+,8430429K09Rik,0.010830325,0.505376344
chr11,3352485,3358345,+,8430429K09Rik,0.010948905,0.510314875
chr11,33529340,33743585,-,Kcnip1,0.008406142,0.387678019
chr11,33529340,33743585,-,Kcnip1,0.008406142,0.387678019
chr11,33529340,33743585,-,Kcnip1,0.008406142,0.387678019
chr11,33529340,33743585,-,Kcnip1,0.008406142,0.387678019
chr11,33529340,33893193,-,Kcnip1,0.010354394,0.295594567
chr11,33863012,33873638,+,Kcnmb1,0.017811705,0.056192661
chr11,3388229,3394169,+,Pla2g3,0.012066365,0.960235641
chr11,3394274,3404824,-,Inpp5j,0.004765687,0.97208783
chr11,33947200,33992280,+,Lcp2,0.008580858,0.288382399
chr11,34104340,34108089,-,Foxi1,0,0.019247594
chr11,34126863,34597325,-,Dock2,0.018644524,0.279452595
chr11,3414704,3417354,+,Selm,0.003731343,0.960386473
chr11,3417524,3439295,-,Smtn,0.004908836,0.129062796
chr11,3417524,3439295,-,Smtn,0.004908836,0.129062796
chr11,3417524,3439295,-,Smtn,0.004908836,0.129062796
chr11,3417524,3439295,-,Smtn,0.004908836,0.129062796
chr11,34214821,34322640,+,Fam196b,0.009675499,0.199663343
chr11,34622686,34647143,-,Spdl1,0.01863354,0.849694812
chr11,34934957,35522009,+,Slit3,0.009921292,0.144000077
chr11,3539796,3548811,-,Tug1,0.067647059,0.308380797
chr11,35430317,35430427,+,Mir218-2,0,0
chr11,3543270,3547536,-,Tug1,0.18018018,0.977876106
chr11,3549496,3590373,+,Morc2a,0.016075388,0.904266667
chr11,35582996,35604787,+,Pank3,0.005008347,0.487895717
chr11,3558702,3590375,+,Morc2a,0.016260163,0.963684384
chr11,35595897,35595983,+,Mir103-1,0,1
chr11,35610881,35612386,-,Fbll1,0.005825243,0.005441354
chr11,35621882,35648030,-,Rars,0.007699275,0.862226847
chr11,35652679,35793591,-,Wwc1,0.009740496,0.895485655
chr11,35820170,36757745,-,Tenm2,0.010436005,0.165079257
chr11,3603733,3763906,-,Osbp2,0.018082358,0.824293669
chr11,3786090,3795129,-,4921536K21Rik,0.010739857,0.429290106
chr11,3795242,3801299,+,Dusp18,0.006589786,0.671388102
chr11,3807024,3814667,-,Slc35e4,0.010377358,0.306722689
chr11,3817080,3831964,-,Tcn2,0.014105419,0.782745372
chr11,3817082,3832047,-,Tcn2,0.013980868,0.770897833
chr11,3817082,3832081,-,Tcn2,0.013649425,0.755053908
chr11,38305049,38333547,-,Gm12130,0.013559322,0.825463744
chr11,3863977,3880007,+,Pes1,0.013610315,0.782890252
chr11,3883638,3899331,+,Gal3st1,0.006114508,0.910154306
chr11,3883638,3899331,+,Gal3st1,0.006114508,0.910154306
chr11,3883638,3899331,+,Gal3st1,0.006114508,0.910154306
chr11,3883638,3899331,+,Gal3st1,0.006114508,0.910154306
chr11,3889935,3899331,+,Gal3st1,0.004051864,0.905945946
chr11,3931784,3948012,+,Sec14l4,0.015907448,0.480599047
chr11,3964855,3978993,+,Sec14l3,0.010952903,0.859030837
chr11,3991483,3995434,-,Mtfp1,0.017006803,0.343478261
chr11,3997042,4018732,-,Sec14l2,0.011798018,0.746990688
chr11,4035162,4041195,+,Rnf215,0.006622517,0.603285217
chr11,4039366,4039449,+,Mir3060,0,0.894736842
chr11,4041126,4060296,-,Ccdc157,0.008559201,0.833823529
chr11,4041126,4060296,-,Ccdc157,0.008559201,0.833823529
chr11,4041126,4060296,-,Ccdc157,0.008559201,0.833823529
chr11,4041126,4060296,-,Ccdc157,0.008559201,0.833823529
chr11,40492815,40506184,-,Mat2b,0.013377926,0.430797434
chr11,40492815,40508705,-,Mat2b,0.010122921,0.294795887
chr11,40514889,40546939,-,Hmmr,0.019361591,0.750321419
chr11,40547143,40553549,+,Nudcd2,0.008375209,0.410671463
chr11,40562053,40568788,-,Ccng1,0.005136986,0.524802301
chr11,4060356,4082544,+,Sf3a1,0.006232023,0.679235402
chr11,4086835,4115508,+,Tbc1d10a,0.008526188,0.829049296
chr11,4118253,4122412,+,Gatsl3,0.003865979,0.454638647
chr11,4136787,4141029,+,Osm,0.012068966,0.016578249
chr11,4157570,4172517,+,Lif,0.005793743,0.013577894
chr11,4167097,4172517,+,Lif,0,0.020446097
chr11,41723691,41814216,-,Gabrg2,0.00671406,0.255422588
chr11,41723691,41814216,-,Gabrg2,0.00671406,0.255422588
chr11,41723691,41814216,-,Gabrg2,0.00671406,0.255422588
chr11,41723691,41814216,-,Gabrg2,0.00671406,0.255422588
chr11,41944981,41996432,-,Gabra1,0.006243496,0.060663061
chr11,42119938,42134553,-,Gabra6,0.007025761,0.076765609
chr11,42119938,42134553,-,Gabra6,0.007025761,0.076765609
chr11,42119938,42134553,-,Gabra6,0.007025761,0.076765609
chr11,42119938,42134553,-,Gabra6,0.007025761,0.076765609
chr11,42233258,42446093,+,Gabrb2,0.010138397,0.106211544
chr11,4246385,4341085,-,Hormad2,0.010183299,0.7583975
chr11,42963378,43075787,+,Atp10b,0.007659746,0.869240231
chr11,43233749,43239483,-,Pttg1,0.002020202,0.612149533
chr11,43233749,43239750,-,Pttg1,0.003205128,0.465578424
chr11,43247232,43261483,+,Slu7,0.008213552,0.819122169
chr11,43247232,43261483,+,Slu7,0.008213552,0.819122169
chr11,43247232,43261483,+,Slu7,0.008213552,0.819122169
chr11,43247232,43261483,+,Slu7,0.008213552,0.819122169
chr11,43287807,43305027,+,C1qtnf2,0.005813953,0.020364983
chr11,43342250,43400501,+,Ccnjl,0.005436893,0.029242281
chr11,43409541,43415064,-,Fabp6,0.007594937,0.886699507
chr11,43495499,43520695,+,Pwwp2a,0.005640158,0.535117878
chr11,43495499,43536135,+,Pwwp2a,0.007557677,0.642150692
chr11,43543507,43561475,-,Ttc1,0.009859155,0.844045677
chr11,43588107,43649834,-,Adra1b,0.007347876,0.032801321
chr11,4380870,4494818,-,Mtmr3,0.009803922,0.814250045
chr11,44213564,44227519,+,Il12b,0.011083744,0.072033898
chr11,44268072,44284050,-,Ublcp1,0.0082397,0.609779793
chr11,44332465,44379022,+,Rnf145,0.010853373,0.888084202
chr11,44332878,44368479,+,Rnf145,0.011617775,0.907725322
chr11,44431635,44818674,+,Ebf1,0.007218785,0.030168404
chr11,44916367,44930430,-,Gm12159,0.014669927,0.052083333
chr11,4520277,4527769,-,Gm11961,0.007462687,0.018711019
chr11,4525378,4530014,-,Gm11961,0.002617801,0.020725389
chr11,4537795,4583388,+,Ascc2,0.038866397,0.865535579
chr11,45621584,45656380,+,F630206G17Rik,0.032049096,0.043516874
chr11,45665465,45724127,+,Clint1,0.007679386,0.807842264
chr11,45741770,45758437,-,Lsm11,0.004446421,0.592172797
chr11,45761655,45768996,-,Thg1l,0.006578947,0.668027211
chr11,45793811,45831494,+,Sox30,0.050410959,0.058492201
chr11,45869488,45960844,+,Adam19,0.022853019,0.030879816
chr11,45961656,45979861,-,Nipal4,0.011529126,0.026105013
chr11,46007350,46125860,-,Cyfip2,0.007780508,0.751097989
chr11,46007350,46125860,-,Cyfip2,0.007780508,0.751097989
chr11,46007350,46125860,-,Cyfip2,0.007780508,0.751097989
chr11,46007350,46125860,-,Cyfip2,0.007780508,0.751097989
chr11,46007350,46126361,-,Cyfip2,0.00784282,0.744177544
chr11,4601970,4604347,-,Uqcr10,0.006012024,0.309479554
chr11,4604680,4637669,+,Zmat5,0.007355517,0.820516937
chr11,46049058,46053373,+,Fndc9,0.006122449,0.953026197
chr11,46138651,46203017,-,Itk,0.011410315,0.026214099
chr11,46218229,46221484,+,Fam71b,0.017241379,0.020329138
chr11,46218229,46221487,+,Fam71b,0.017241379,0.020329138
chr11,46250448,46256223,+,Med7,0.006729475,0.402877698
chr11,46250448,46256223,+,Med7,0.006729475,0.402877698
chr11,46250448,46256223,+,Med7,0.006729475,0.402877698
chr11,46250448,46256223,+,Med7,0.006729475,0.402877698
chr11,46250462,46256223,+,Med7,0.006839945,0.410858401
chr11,46250462,46256223,+,Med7,0.006839945,0.410858401
chr11,46250462,46256223,+,Med7,0.006839945,0.410858401
chr11,46250462,46256223,+,Med7,0.006839945,0.410858401
chr11,46268432,46294756,+,Havcr2,0.013043478,0.04182642
chr11,46337752,46351658,+,Gm12169,0.006622517,0.041290323
chr11,46361914,46369570,+,Gm12171,0.018126888,0.053040103
chr11,46385014,46402734,+,BC053393,0.008130081,0.056889353
chr11,4638823,4646781,-,Cabp7,0.007029877,0.186871859
chr11,46420511,46442776,-,Dppa1,0.004895961,0.436094675
chr11,46420511,46442776,-,Dppa1,0.004895961,0.436094675
chr11,46420511,46442776,-,Dppa1,0.004895961,0.436094675
chr11,46420511,46442776,-,Dppa1,0.004895961,0.436094675
chr11,46450007,46458508,-,Gm4926,0.002680965,0.522666667
chr11,46482461,46503859,-,Timd2,0.002275313,0.024329692
chr11,46482461,46512332,-,Timd2,0.00546875,0.035369775
chr11,46482461,46520606,-,Timd2,0.008695652,0.035265172
chr11,46553724,46593080,+,Havcr1,0.006845053,0.922293364
chr11,46564012,46593080,+,Havcr1,0.008695652,0.958779231
chr11,46564669,46593080,+,Havcr1,0.008992806,0.957543281
chr11,46624300,46657835,+,Timd4,0.010729614,0.361752717
chr11,4665847,4749547,-,Nf2,0.009482002,0.8068407
chr11,4665847,4749547,-,Nf2,0.009482002,0.8068407
chr11,4665847,4749547,-,Nf2,0.009482002,0.8068407
chr11,4665847,4749547,-,Nf2,0.009482002,0.8068407
chr11,4665847,4749547,-,Nf2,0.009482002,0.8068407
chr11,4665847,4749547,-,Nf2,0.009482002,0.8068407
chr11,4665847,4749547,-,Nf2,0.009482002,0.8068407
chr11,4665847,4749547,-,Nf2,0.009482002,0.8068407
chr11,4665847,4749547,-,Nf2,0.009482002,0.8068407
chr11,4672336,4749547,-,Nf2,0.00916358,0.801931434
chr11,46792284,47192804,-,Sgcd,0.016089109,0.947616178
chr11,4682107,4733138,-,Nf2,0.008976064,0.92829359
chr11,4774005,4794203,+,Nipsnap1,0.008840354,0.800389484
chr11,4795345,4828868,+,Thoc5,0.010278114,0.87133059
chr11,4838758,4848067,-,Nefh,0.014274981,0.299723757
chr11,4847523,4942797,+,Ap1b1,0.007556675,0.577673087
chr11,48613861,48619743,+,Gnb2l1,0.004538578,0.594904459
chr11,48615534,48615611,+,Snord96a,0,1
chr11,48619905,48630893,-,Trim41,0.016025641,0.498351044
chr11,48639639,48663697,+,Trim7,0.008798776,0.018319139
chr11,48678750,48684848,-,Irgm1,0.007183908,0.017777778
chr11,48700923,48715654,-,Gm5431,0.003795066,0.080931264
chr11,48718157,48740661,-,Gm12185,0.005633803,0.089918256
chr11,48759651,48792883,-,9930111J21Rik1,0.03626943,0.080645161
chr11,48779318,48792900,-,9930111J21Rik2,0,0.04
chr11,48798830,48805748,-,Tgtp1,0.010526316,0.057017544
chr11,48798830,48805756,-,Tgtp2,0.010526316,0.057017544
chr11,48851161,48864744,-,9930111J21Rik2,0,0.099099099
chr11,48864234,48948889,+,Olfr56,0.008973081,0.144894895
chr11,4886826,4942797,+,Ap1b1,0.006509161,0.821254971
chr11,4886826,4942797,+,Ap1b1,0.006509161,0.821254971
chr11,4886826,4942797,+,Ap1b1,0.006509161,0.821254971
chr11,4886826,4942797,+,Ap1b1,0.006509161,0.821254971
chr11,48870697,48877714,-,Tgtp2,0.018181818,0.082089552
chr11,48890088,48910489,+,Ifi47,0.003311258,0.352400409
chr11,48900518,48910489,+,Ifi47,0.003322259,0.521193093
chr11,48900518,48910489,+,Ifi47,0.003322259,0.521193093
chr11,48900518,48910489,+,Ifi47,0.003322259,0.521193093
chr11,48900518,48910489,+,Ifi47,0.003322259,0.521193093
chr11,48926278,48927259,-,Olfr1396,0.011363636,0.056962025
chr11,48961760,48962714,+,Olfr1395,0.033195021,0.033707865
chr11,48973517,48974456,+,Olfr1394,0,0.075812274
chr11,48981826,49000591,-,Btnl9,0.007312614,0.016967412
chr11,49017001,49032318,+,Zfp62,0.007763975,0.442646024
chr11,49017001,49032318,+,Zfp62,0.007763975,0.442646024
chr11,49017001,49032318,+,Zfp62,0.007763975,0.442646024
chr11,49017001,49032318,+,Zfp62,0.007763975,0.442646024
chr11,49057692,49076526,+,Mgat1,0.006594724,0.697498697
chr11,49057692,49076526,+,Mgat1,0.006594724,0.697498697
chr11,49057692,49076526,+,Mgat1,0.006594724,0.697498697
chr11,49057692,49076526,+,Mgat1,0.006594724,0.697498697
chr11,49060978,49076526,+,Mgat1,0.007947977,0.710402999
chr11,49064053,49076526,+,Mgat1,0.007853403,0.703904136
chr11,49093651,49094587,+,Olfr1393,0,0.0625
chr11,49106798,49107824,+,Olfr1392,0.017241379,0.056603774
chr11,49131049,49131985,+,Olfr10,0,0.074468085
chr11,49140914,49141850,+,Olfr1391,0,0.038297872
chr11,49154035,49154971,+,Olfr1390,0.037037037,0.088983051
chr11,49243928,49245001,+,Olfr1389,0,0.083870968
chr11,49257354,49258290,+,Olfr1388,0.072072072,0.43220339
chr11,49273182,49274118,+,Olfr1387,0,0.061068702
chr11,49283555,49284683,+,Olfr1386,0,0.027972028
chr11,49308036,49308966,+,Olfr1385,0,0.975308642
chr11,49327119,49328153,+,Olfr1384,0,0.128571429
chr11,49337226,49338162,+,Olfr1383,0,0.057971014
chr11,49348688,49349624,+,Olfr1382,0,0.12244898
chr11,49365250,49366186,+,Olfr1381,0,0.2
chr11,49377424,49378360,+,Olfr1380,0,0.098901099
chr11,49423180,49466241,+,Flt4,0.009281295,0.023011913
chr11,49477096,49478620,+,Scgb3a1,0.016949153,0.179487179
chr11,49477096,49478620,+,Scgb3a1,0.016949153,0.179487179
chr11,49477096,49478620,+,Scgb3a1,0.016949153,0.179487179
chr11,49477096,49478620,+,Scgb3a1,0.016949153,0.179487179
chr11,49488211,49526212,-,Cnot6,0.010649087,0.741012136
chr11,4954133,4965330,-,Gas2l1,0.010079194,0.324384456
chr11,4954133,4965330,-,Gas2l1,0.010079194,0.324384456
chr11,4954133,4965330,-,Gas2l1,0.010079194,0.324384456
chr11,4954133,4965330,-,Gas2l1,0.010079194,0.324384456
chr11,4958130,4960386,+,Rasl10a,0.014824798,0.023465704
chr11,4960377,4965330,-,Gas2l1,0.008052709,0.598305085
chr11,4960377,4965330,-,Gas2l1,0.008052709,0.598305085
chr11,4960377,4965330,-,Gas2l1,0.008052709,0.598305085
chr11,4960377,4965330,-,Gas2l1,0.008052709,0.598305085
chr11,49607656,49652122,+,Gfpt2,0.007337526,0.030054315
chr11,49660252,49699923,+,Mapk9,0.012585401,0.768075272
chr11,49660252,49699923,+,Mapk9,0.012585401,0.768075272
chr11,49660252,49699923,+,Mapk9,0.012585401,0.768075272
chr11,49660252,49699923,+,Mapk9,0.012585401,0.768075272
chr11,49660252,49699923,+,Mapk9,0.012585401,0.768075272
chr11,49660252,49699923,+,Mapk9,0.012585401,0.768075272
chr11,49660252,49699923,+,Mapk9,0.012585401,0.768075272
chr11,49660252,49699923,+,Mapk9,0.012585401,0.768075272
chr11,49660252,49699923,+,Mapk9,0.012585401,0.768075272
chr11,49660252,49699923,+,Mapk9,0.012585401,0.768075272
chr11,49660252,49699923,+,Mapk9,0.012585401,0.768075272
chr11,49660252,49699923,+,Mapk9,0.012585401,0.768075272
chr11,49660252,49699923,+,Mapk9,0.012585401,0.768075272
chr11,49660252,49699923,+,Mapk9,0.012585401,0.768075272
chr11,49660252,49699923,+,Mapk9,0.012585401,0.768075272
chr11,49660252,49699923,+,Mapk9,0.012585401,0.768075272
chr11,4969690,4999080,-,Ewsr1,0.01344809,0.661000718
chr11,49715336,49793725,+,Rasgef1c,0.024326954,0.024440644
chr11,49838832,49918235,+,Rnf130,0.00948213,0.770488003
chr11,49883203,49883301,+,Mir340,0,1
chr11,49944861,49986287,+,Tbc1d9b,0.009474183,0.833676678
chr11,49988352,50013617,+,3010026O09Rik,0.009635974,0.75570502
chr11,4999440,5006094,+,Rhbdd3,0.002574003,0.426559356
chr11,50013653,50024292,-,Sqstm1,0.008474576,0.46749556
chr11,50038836,50048605,+,Mgat4b,0.00621118,0.572769953
chr11,50049973,50051973,-,Ltc4s,0.003669725,0.041811847
chr11,5006268,5052225,-,Emid1,0.013419483,0.370983447
chr11,50069136,50105838,-,Maml1,0.008890469,0.655868681
chr11,50107458,50139175,-,Canx,0.011464968,0.714874722
chr11,50107458,50139175,-,Canx,0.011464968,0.714874722
chr11,50107458,50139175,-,Canx,0.011464968,0.714874722
chr11,50107458,50139175,-,Canx,0.011464968,0.714874722
chr11,50107458,50139175,-,Canx,0.011464968,0.714874722
chr11,50107458,50139175,-,Canx,0.011464968,0.714874722
chr11,50107458,50139175,-,Canx,0.011464968,0.714874722
chr11,50107458,50139175,-,Canx,0.011464968,0.714874722
chr11,50107458,50139175,-,Canx,0.011464968,0.714874722
chr11,50171286,50171381,-,Mir804,0,0.064516129
chr11,50191220,50200030,+,Hnrnph1,0.003444317,0.339118825
chr11,50202804,50244613,-,Rufy1,0.007715689,0.80608365
chr11,50415586,50617551,+,Adamts2,0.016887068,0.038658865
chr11,50624586,50641233,-,Zfp354c,0.004297994,0.046009062
chr11,50645536,50655054,-,Zfp879,0.006112469,0.063577586
chr11,50664186,50679710,+,Grm6,0.012081274,0.026090868
chr11,50686224,50700945,-,Zfp454,0.011661808,0.05255614
chr11,50712213,50729663,-,Zfp2,0.007450331,0.493062967
chr11,50712213,50729663,-,Zfp2,0.007450331,0.493062967
chr11,50712213,50729663,-,Zfp2,0.007450331,0.493062967
chr11,50712213,50729663,-,Zfp2,0.007450331,0.493062967
chr11,50712213,50729663,-,Zfp2,0.007450331,0.493062967
chr11,50712213,50729663,-,Zfp2,0.007450331,0.493062967
chr11,50712213,50729663,-,Zfp2,0.007450331,0.493062967
chr11,50712213,50729663,-,Zfp2,0.007450331,0.493062967
chr11,50712213,50729663,-,Zfp2,0.007450331,0.493062967
chr11,50712213,50729663,-,Zfp2,0.007450331,0.493062967
chr11,50712213,50729663,-,Zfp2,0.007450331,0.493062967
chr11,50712213,50729663,-,Zfp2,0.007450331,0.493062967
chr11,50712213,50729663,-,Zfp2,0.007450331,0.493062967
chr11,50712213,50729663,-,Zfp2,0.007450331,0.493062967
chr11,50712213,50729663,-,Zfp2,0.007450331,0.493062967
chr11,50712213,50729663,-,Zfp2,0.007450331,0.493062967
chr11,50735287,50745137,-,Zfp354b,0.010559662,0.135314996
chr11,50764307,50767134,-,Prop1,0.00877193,0.022099448
chr11,50782521,50783469,+,Olfr1378,0,0.048275862
chr11,50798204,50799128,+,Olfr1377,0,0.04587156
chr11,50820475,50821399,+,Olfr51,0.013513514,0.075
chr11,50840505,50841447,+,Olfr54,0.009803922,0.039215686
chr11,50872758,50886301,+,Zfp354a,0.013188518,0.043766578
chr11,50898588,50905337,+,9230009I02Rik,0.009708738,0.023622047
chr11,5091555,5161613,-,Kremen1,0.011089169,0.828243728
chr11,51067152,51076453,-,BC049762,0.006546645,0.050420168
chr11,51076672,51095266,+,Clk4,0.008635579,0.420649398
chr11,51103421,51397427,+,Col23a1,0.031487414,0.102343041
chr11,51398258,51416771,+,Agxt2l2,0.011913626,0.726695623
chr11,51413601,51420383,-,Hnrnpab,0.009314141,0.319787986
chr11,51413601,51420383,-,Hnrnpab,0.009314141,0.319787986
chr11,51413601,51420383,-,Hnrnpab,0.009314141,0.319787986
chr11,51413601,51420383,-,Hnrnpab,0.009314141,0.319787986
chr11,51433274,51437216,+,Nhp2,0.001474926,0.407563025
chr11,51437174,51449398,-,Rmnd5b,0.007114625,0.726900585
chr11,51456590,51464575,-,N4bp3,0.010382868,0.014893617
chr11,51464455,51471183,+,D930048N14Rik,0.012539185,0.145173176
chr11,51498886,51502136,-,0610009B22Rik,0.011070111,0.524904215
chr11,51505764,51570336,-,Sec24a,0.010384216,0.745064587
chr11,51577164,51605455,+,Sar1b,0.005698006,0.750657423
chr11,51626957,51670983,-,Phf15,0.008561977,0.714380937
chr11,5176331,5344850,-,Znrf3,0.04145749,0.774521713
chr11,51781132,51790838,+,Cdkn2aipnl,0.012536162,0.577707295
chr11,51798647,51813968,-,Ube2b,0.016273393,0.720686767
chr11,51817722,51841061,+,Cdkl3,0.003571429,0.162341248
chr11,51817722,51841061,+,Cdkl3,0.003571429,0.162341248
chr11,51817722,51841061,+,Cdkl3,0.003571429,0.162341248
chr11,51817722,51841061,+,Cdkl3,0.003571429,0.162341248
chr11,51817722,51847373,+,Cdkl3,0.003558719,0.243614002
chr11,51817722,51851667,+,Cdkl3,0.00414174,0.300552251
chr11,51817722,51851667,+,Cdkl3,0.00414174,0.300552251
chr11,51817722,51851667,+,Cdkl3,0.00414174,0.300552251
chr11,51817722,51851667,+,Cdkl3,0.00414174,0.300552251
chr11,51817722,51898169,+,Cdkl3,0.006565858,0.293185565
chr11,51912325,51936251,+,Ppp2ca,0.0125,0.489949075
chr11,51940247,51940338,+,Mir3061,0.083333333,0.72
chr11,51958094,51959030,-,Olfr1373,0,0.088607595
chr11,51968377,51971409,-,Olfr1372-ps1,0.233962264,0.243111831
chr11,52026553,52027489,-,Olfr1371,0,0.508474576
chr11,52045496,52060360,+,Skp1a,0.009615385,0.350999535
chr11,52066105,52095752,-,Tcf7,0.008843036,0.766380407
chr11,52174616,52202898,+,Vdac1,0.009538344,0.646296972
chr11,52209929,52222225,+,9530068E07Rik,0.013344454,0.614911081
chr11,52578207,53000849,+,Fstl4,0.011449077,0.914546011
chr11,52924952,52933558,-,Gm11186,0.01062417,0.962779156
chr11,53073315,53113981,-,Hspa4,0.007385524,0.680203046
chr11,53138190,53146803,+,Zcchc10,0.010204082,0.734730539
chr11,53164268,53235332,+,Aff4,0.012329656,0.779928204
chr11,53235682,53236638,-,Leap2,0,0.948148148
chr11,53242449,53244333,-,Uqcrq,0.002155172,0.091753775
chr11,53246787,53251404,+,Gdf9,0.009560229,0.196110211
chr11,53270706,53281257,+,Shroom1,0.003184713,0.018876829
chr11,53290079,53293697,-,Sowaha,0.006451613,0.008898435
chr11,53333237,53357598,+,08-Sep,0.007521368,0.12089943
chr11,53333237,53357598,+,08-Sep,0.007521368,0.12089943
chr11,53333237,53357598,+,08-Sep,0.007521368,0.12089943
